,order_id,customer_id,product,category,quantity,price_per_unit,order_date,country,date,time,month_name,total_revenue
60,1060,C088,Smartphone,Electronics,5,241.48,2025-02-15 08:23:36.224916,Netherlands,2025-02-15,08:23:36.224916,February,1207.3999999999999
61,1061,C124,Vacuum Cleaner,Home,2,234.17,2025-02-17 19:34:26.924729,Germany,2025-02-17,19:34:26.924729,February,468.34
62,1062,C168,Smartphone,Electronics,2,1775.56,2025-04-23 17:55:21.055908,Netherlands,2025-04-23,17:55:21.055908,April,3551.12
63,1063,C010,Tablet,Electronics,2,1669.03,2025-03-29 18:57:57.961248,Spain,2025-03-29,18:57:57.961248,March,3338.06
64,1064,C189,Coffee Maker,Home,1,1515.19,2024-11-15 02:38:41.332291,Netherlands,2024-11-15,02:38:41.332291,November,1515.19
65,1065,C127,Laptop,Electronics,3,428.86,2024-11-08 18:38:48.134787,Netherlands,2024-11-08,18:38:48.134787,November,1286.58
66,1066,C087,Vacuum Cleaner,Home,3,1190.23,2024-11-16 22:09:28.504849,Italy,2024-11-16,22:09:28.504849,November,3570.69
67,1067,C093,Comic,Books,2,1627.85,2025-02-17 04:58:58.590356,France,2025-02-17,04:58:58.590356,February,3255.7
68,1068,C062,Coffee Maker,Home,5,1472.16,2025-02-04 19:00:18.967435,Italy,2025-02-04,19:00:18.967435,February,7360.8
69,1069,C108,Novel,Books,2,1580.3,2025-01-04 16:48:18.190334,France,2025-01-04,16:48:18.190334,January,3160.6
70,1070,C196,Smartphone,Electronics,1,1531.63,2025-04-28 15:54:19.405776,Italy,2025-04-28,15:54:19.405776,April,1531.63
71,1071,C149,Novel,Books,5,777.1,2025-03-29 05:31:16.072875,Germany,2025-03-29,05:31:16.072875,March,3885.5
72,1072,C031,Textbook,Books,5,770.89,2024-12-07 18:57:05.616601,Italy,2024-12-07,18:57:05.616601,December,3854.45
73,1073,C161,Smartphone,Electronics,1,1041.02,2024-11-18 05:24:43.697701,Italy,2024-11-18,05:24:43.697701,November,1041.02
74,1074,C110,Air Purifier,Home,2,1904.26,2024-11-16 11:33:25.687241,Netherlands,2024-11-16,11:33:25.687241,November,3808.52
75,1075,C118,Novel,Books,1,1404.54,2025-03-29 17:34:44.978021,Germany,2025-03-29,17:34:44.978021,March,1404.54
76,1076,C013,T-Shirt,Clothing,3,1202.79,2025-03-10 04:22:20.519174,Germany,2025-03-10,04:22:20.519174,March,3608.37
77,1077,C050,Coffee Maker,Home,4,1060.67,2024-11-21 20:36:13.741940,France,2024-11-21,20:36:13.741940,November,4242.68
78,1078,C076,Novel,Books,5,1195.37,2024-11-03 00:07:29.778300,Germany,2024-11-03,00:07:29.778300,November,5976.849999999999
79,1079,C039,Blender,Home,3,1105.2,2024-12-25 19:52:21.876914,Netherlands,2024-12-25,19:52:21.876914,December,3315.6000000000004
80,1080,C159,Vacuum Cleaner,Home,2,1187.42,2024-11-16 07:01:43.480237,Germany,2024-11-16,07:01:43.480237,November,2374.84
81,1081,C092,Air Purifier,Home,3,1108.07,2025-04-26 16:39:35.586861,Netherlands,2025-04-26,16:39:35.586861,April,3324.21
82,1082,C130,T-Shirt,Clothing,3,218.56,2025-04-26 01:33:46.918329,Spain,2025-04-26,01:33:46.918329,April,655.6800000000001
83,1083,C135,Air Purifier,Home,3,1406.88,2025-01-14 20:23:26.875083,Netherlands,2025-01-14,20:23:26.875083,January,4220.64
84,1084,C140,Air Purifier,Home,2,561.49,2025-01-08 20:11:22.073292,France,2025-01-08,20:11:22.073292,January,1122.98
85,1085,C110,Sneakers,Clothing,3,1833.57,2025-03-20 03:40:03.636056,Germany,2025-03-20,03:40:03.636056,March,5500.71
86,1086,C062,Vacuum Cleaner,Home,1,1168.38,2025-04-22 15:26:14.667843,Spain,2025-04-22,15:26:14.667843,April,1168.38
87,1087,C107,Tablet,Electronics,1,1301.91,2025-03-26 00:50:11.493312,Netherlands,2025-03-26,00:50:11.493312,March,1301.91
88,1088,C173,Jeans,Clothing,3,1904.53,2024-11-08 20:57:56.846997,Germany,2024-11-08,20:57:56.846997,November,5713.59
89,1089,C030,Blender,Home,5,1957.67,2024-11-04 01:31:50.146989,Germany,2024-11-04,01:31:50.146989,November,9788.35
90,1090,C035,Jeans,Clothing,2,1684.76,2025-04-21 05:00:58.749966,Spain,2025-04-21,05:00:58.749966,April,3369.52
91,1091,C050,Jeans,Clothing,2,20.22,2025-04-28 13:57:42.797841,Netherlands,2025-04-28,13:57:42.797841,April,40.44
92,1092,C134,Jeans,Clothing,1,164.67,2025-03-08 07:44:55.859752,Italy,2025-03-08,07:44:55.859752,March,164.67
93,1093,C102,Sneakers,Clothing,2,628.8,2024-12-15 20:57:46.758886,Germany,2024-12-15,20:57:46.758886,December,1257.6
94,1094,C141,Biography,Books,5,177.7,2024-12-04 22:18:06.566432,France,2024-12-04,22:18:06.566432,December,888.5
95,1095,C080,Comic,Books,5,1818.77,2025-04-22 09:28:24.927697,Netherlands,2025-04-22,09:28:24.927697,April,9093.85
96,1096,C005,Laptop,Electronics,2,319.99,2025-03-16 03:54:37.008259,France,2025-03-16,03:54:37.008259,March,639.98
97,1097,C126,Laptop,Electronics,2,1502.03,2025-01-18 14:54:58.866691,Netherlands,2025-01-18,14:54:58.866691,January,3004.06
98,1098,C157,Coffee Maker,Home,2,1128.5,2025-04-12 02:53:36.871646,Spain,2025-04-12,02:53:36.871646,April,2257.0
99,1099,C054,Laptop,Electronics,3,1480.65,2025-03-23 04:25:46.784229,France,2025-03-23,04:25:46.784229,March,4441.950000000001
100,1100,C048,Vacuum Cleaner,Home,3,608.54,2025-03-08 17:05:34.588484,Spain,2025-03-08,17:05:34.588484,March,1825.62
101,1101,C173,Sneakers,Clothing,3,1402.97,2025-04-16 21:45:08.160199,Spain,2025-04-16,21:45:08.160199,April,4208.91
102,1102,C149,Air Purifier,Home,1,829.67,2024-11-18 22:08:07.197367,Spain,2024-11-18,22:08:07.197367,November,829.67
103,1103,C138,Coffee Maker,Home,4,214.46,2025-01-13 23:12:34.006850,Germany,2025-01-13,23:12:34.006850,January,857.84
104,1104,C054,T-Shirt,Clothing,4,1518.56,2024-12-25 17:28:50.612855,Germany,2024-12-25,17:28:50.612855,December,6074.24
105,1105,C171,Blender,Home,1,22.76,2025-02-01 06:58:00.240001,Italy,2025-02-01,06:58:00.240001,February,22.76
106,1106,C180,Jacket,Clothing,4,243.59,2025-04-07 20:45:36.023866,France,2025-04-07,20:45:36.023866,April,974.36
107,1107,C043,Sneakers,Clothing,4,30.87,2024-12-30 13:43:57.142100,Netherlands,2024-12-30,13:43:57.142100,December,123.48
108,1108,C103,Tablet,Electronics,2,354.02,2025-04-11 07:09:50.639691,Italy,2025-04-11,07:09:50.639691,April,708.04
109,1109,C171,T-Shirt,Clothing,4,1708.48,2025-01-22 17:37:27.996480,France,2025-01-22,17:37:27.996480,January,6833.92
110,1110,C100,T-Shirt,Clothing,4,934.03,2025-03-21 08:41:53.504017,Germany,2025-03-21,08:41:53.504017,March,3736.12
111,1111,C156,Tablet,Electronics,3,511.29,2025-03-02 14:16:55.805481,Spain,2025-03-02,14:16:55.805481,March,1533.8700000000001
112,1112,C079,Laptop,Electronics,1,629.15,2024-12-03 11:18:22.577080,Italy,2024-12-03,11:18:22.577080,December,629.15
113,1113,C018,Vacuum Cleaner,Home,4,1987.26,2025-01-11 15:26:18.262312,Germany,2025-01-11,15:26:18.262312,January,7949.04
114,1114,C072,Novel,Books,5,573.14,2024-12-14 18:52:17.516107,France,2024-12-14,18:52:17.516107,December,2865.7
115,1115,C046,Textbook,Books,4,81.47,2025-04-15 15:15:41.323295,Germany,2025-04-15,15:15:41.323295,April,325.88
116,1116,C105,Tablet,Electronics,2,1867.97,2025-03-22 14:51:38.857059,France,2025-03-22,14:51:38.857059,March,3735.94
117,1117,C192,T-Shirt,Clothing,5,1778.11,2025-03-15 16:55:59.222027,Italy,2025-03-15,16:55:59.222027,March,8890.55
118,1118,C122,Vacuum Cleaner,Home,5,551.24,2024-12-13 01:14:43.051325,Spain,2024-12-13,01:14:43.051325,December,2756.2
119,1119,C043,Tablet,Electronics,1,1389.1,2025-02-07 08:26:19.578195,Germany,2025-02-07,08:26:19.578195,February,1389.1
120,1120,C008,Smartphone,Electronics,1,356.24,2025-03-19 10:27:26.208235,Spain,2025-03-19,10:27:26.208235,March,356.24
121,1121,C172,Smartphone,Electronics,5,943.76,2024-11-27 17:03:38.601094,France,2024-11-27,17:03:38.601094,November,4718.8
122,1122,C192,Smartphone,Electronics,4,413.24,2025-02-10 11:28:18.768593,Netherlands,2025-02-10,11:28:18.768593,February,1652.96
123,1123,C194,T-Shirt,Clothing,2,993.35,2024-12-19 21:05:11.000793,Netherlands,2024-12-19,21:05:11.000793,December,1986.7
124,1124,C059,Headphones,Electronics,5,1403.23,2025-04-08 10:28:13.351759,France,2025-04-08,10:28:13.351759,April,7016.15
125,1125,C097,Textbook,Books,5,394.16,2025-04-15 04:05:58.020307,France,2025-04-15,04:05:58.020307,April,1970.8000000000002
126,1126,C133,Biography,Books,2,1348.28,2025-04-29 00:53:37.013540,Italy,2025-04-29,00:53:37.013540,April,2696.56
127,1127,C188,Novel,Books,5,1713.09,2025-04-18 14:41:36.590570,Italy,2025-04-18,14:41:36.590570,April,8565.449999999999
128,1128,C060,Air Purifier,Home,5,83.91,2025-01-05 08:07:20.452710,Spain,2025-01-05,08:07:20.452710,January,419.54999999999995
129,1129,C101,T-Shirt,Clothing,1,692.35,2025-02-07 11:21:42.865874,Spain,2025-02-07,11:21:42.865874,February,692.35
130,1130,C091,Blender,Home,2,816.58,2025-02-25 23:31:00.787406,France,2025-02-25,23:31:00.787406,February,1633.16
131,1131,C069,T-Shirt,Clothing,2,128.26,2025-04-02 12:54:07.091001,Germany,2025-04-02,12:54:07.091001,April,256.52
132,1132,C193,Tablet,Electronics,5,1703.33,2025-04-16 15:31:40.595273,France,2025-04-16,15:31:40.595273,April,8516.65
133,1133,C131,Novel,Books,2,242.32,2024-12-10 22:43:24.995461,Netherlands,2024-12-10,22:43:24.995461,December,484.64
134,1134,C073,Textbook,Books,3,38.6,2025-03-15 20:48:40.758693,Italy,2025-03-15,20:48:40.758693,March,115.80000000000001
135,1135,C078,Jacket,Clothing,4,1681.7,2025-04-24 08:42:09.197559,Netherlands,2025-04-24,08:42:09.197559,April,6726.8
136,1136,C150,Air Purifier,Home,5,1286.19,2024-11-30 16:46:54.445717,Germany,2024-11-30,16:46:54.445717,November,6430.950000000001
137,1137,C110,Biography,Books,2,837.28,2025-04-06 22:11:26.494534,Spain,2025-04-06,22:11:26.494534,April,1674.56
138,1138,C005,Air Purifier,Home,2,1468.88,2025-01-28 08:07:38.022884,Netherlands,2025-01-28,08:07:38.022884,January,2937.76
139,1139,C037,Sneakers,Clothing,1,1449.52,2025-02-14 17:15:43.057875,France,2025-02-14,17:15:43.057875,February,1449.52
140,1140,C148,Sneakers,Clothing,4,1081.23,2024-12-10 04:30:10.414846,Spain,2024-12-10,04:30:10.414846,December,4324.92
141,1141,C083,T-Shirt,Clothing,4,79.7,2025-02-02 23:02:07.532645,Italy,2025-02-02,23:02:07.532645,February,318.8
142,1142,C066,Jeans,Clothing,4,1203.42,2024-11-13 22:35:31.228405,Netherlands,2024-11-13,22:35:31.228405,November,4813.68
143,1143,C031,Tablet,Electronics,4,1396.63,2024-12-23 15:58:19.253447,Germany,2024-12-23,15:58:19.253447,December,5586.52
144,1144,C011,Comic,Books,1,414.57,2025-03-25 18:32:16.994211,Italy,2025-03-25,18:32:16.994211,March,414.57
145,1145,C061,Air Purifier,Home,5,739.82,2025-03-15 05:20:05.684349,Spain,2025-03-15,05:20:05.684349,March,3699.1000000000004
146,1146,C032,Blender,Home,5,343.35,2024-11-18 18:39:59.803041,Netherlands,2024-11-18,18:39:59.803041,November,1716.75
147,1147,C001,Comic,Books,4,1733.21,2025-03-10 10:07:06.042414,Netherlands,2025-03-10,10:07:06.042414,March,6932.84
148,1148,C181,Laptop,Electronics,3,1260.38,2024-12-22 13:44:20.816114,Spain,2024-12-22,13:44:20.816114,December,3781.1400000000003
149,1149,C099,Textbook,Books,3,1530.94,2025-03-03 00:38:14.493757,Germany,2025-03-03,00:38:14.493757,March,4592.82
150,1150,C016,Vacuum Cleaner,Home,4,494.04,2024-12-13 09:45:24.937812,Spain,2024-12-13,09:45:24.937812,December,1976.16
151,1151,C140,Vacuum Cleaner,Home,1,883.23,2024-12-20 10:15:07.350167,France,2024-12-20,10:15:07.350167,December,883.23
152,1152,C061,Vacuum Cleaner,Home,4,1241.09,2025-04-22 19:21:36.958019,France,2025-04-22,19:21:36.958019,April,4964.36
153,1153,C179,Sneakers,Clothing,4,764.57,2024-11-11 07:11:42.347907,Italy,2024-11-11,07:11:42.347907,November,3058.28
154,1154,C049,Novel,Books,2,1934.17,2025-04-23 04:23:05.985169,France,2025-04-23,04:23:05.985169,April,3868.34
155,1155,C136,Novel,Books,5,406.87,2025-02-09 23:43:00.485576,France,2025-02-09,23:43:00.485576,February,2034.35
156,1156,C118,Air Purifier,Home,3,1712.87,2025-01-18 13:31:44.416599,Germany,2025-01-18,13:31:44.416599,January,5138.61
157,1157,C080,Comic,Books,1,598.37,2024-12-18 03:25:59.742157,Spain,2024-12-18,03:25:59.742157,December,598.37
158,1158,C060,Jeans,Clothing,4,743.79,2024-11-03 17:47:17.411548,Spain,2024-11-03,17:47:17.411548,November,2975.16
159,1159,C153,Headphones,Electronics,5,459.81,2025-01-08 00:45:32.221216,Netherlands,2025-01-08,00:45:32.221216,January,2299.05
160,1160,C073,Jacket,Clothing,3,1359.22,2025-01-24 14:56:18.000451,Netherlands,2025-01-24,14:56:18.000451,January,4077.66
161,1161,C060,Textbook,Books,4,522.41,2025-01-14 14:35:12.179746,Spain,2025-01-14,14:35:12.179746,January,2089.64
162,1162,C057,Novel,Books,5,129.42,2025-03-12 11:54:19.017913,Italy,2025-03-12,11:54:19.017913,March,647.0999999999999
163,1163,C094,Jacket,Clothing,5,1076.42,2024-12-17 21:11:23.928271,Netherlands,2024-12-17,21:11:23.928271,December,5382.1
164,1164,C068,Textbook,Books,5,1062.4,2025-02-16 08:54:25.241494,Germany,2025-02-16,08:54:25.241494,February,5312.0
165,1165,C030,Novel,Books,2,438.55,2025-01-31 09:01:22.300884,Italy,2025-01-31,09:01:22.300884,January,877.1
166,1166,C152,Smartphone,Electronics,2,1793.81,2025-04-09 04:08:38.468385,Italy,2025-04-09,04:08:38.468385,April,3587.62
167,1167,C005,Air Purifier,Home,4,221.33,2025-04-10 13:47:20.158854,Italy,2025-04-10,13:47:20.158854,April,885.32
168,1168,C046,Vacuum Cleaner,Home,5,1451.75,2024-12-18 14:07:25.518538,Spain,2024-12-18,14:07:25.518538,December,7258.75
169,1169,C183,Comic,Books,4,642.63,2025-01-27 02:08:10.558018,Germany,2025-01-27,02:08:10.558018,January,2570.52
170,1170,C017,Sneakers,Clothing,5,1834.67,2024-11-01 10:21:35.559076,Spain,2024-11-01,10:21:35.559076,November,9173.35
171,1171,C075,Tablet,Electronics,2,274.67,2025-02-06 07:19:42.348779,France,2025-02-06,07:19:42.348779,February,549.34
172,1172,C108,Coffee Maker,Home,1,71.29,2024-12-14 05:21:23.832500,Spain,2024-12-14,05:21:23.832500,December,71.29
173,1173,C053,Comic,Books,4,137.08,2025-02-26 06:20:09.926941,Italy,2025-02-26,06:20:09.926941,February,548.32
174,1174,C195,Tablet,Electronics,1,1745.73,2025-03-08 18:51:50.200761,Germany,2025-03-08,18:51:50.200761,March,1745.73
175,1175,C057,Comic,Books,2,189.03,2024-12-07 03:39:23.232406,Germany,2024-12-07,03:39:23.232406,December,378.06
176,1176,C093,Biography,Books,1,1322.83,2025-02-10 01:39:11.766068,Germany,2025-02-10,01:39:11.766068,February,1322.83
177,1177,C113,Jeans,Clothing,3,784.21,2024-12-23 01:55:41.966632,Germany,2024-12-23,01:55:41.966632,December,2352.63
178,1178,C130,Jeans,Clothing,1,361.26,2024-11-20 18:46:50.728443,Germany,2024-11-20,18:46:50.728443,November,361.26
179,1179,C098,Air Purifier,Home,3,1564.6,2025-02-01 14:52:56.748452,Netherlands,2025-02-01,14:52:56.748452,February,4693.799999999999
180,1180,C061,Novel,Books,2,1165.67,2024-11-02 13:18:14.832042,France,2024-11-02,13:18:14.832042,November,2331.34
181,1181,C037,Smartphone,Electronics,3,795.96,2025-04-17 13:36:12.121292,Netherlands,2025-04-17,13:36:12.121292,April,2387.88
182,1182,C012,Comic,Books,5,1852.24,2025-03-22 22:36:11.584921,Germany,2025-03-22,22:36:11.584921,March,9261.2
183,1183,C165,Tablet,Electronics,2,1901.46,2025-04-22 17:55:13.640177,France,2025-04-22,17:55:13.640177,April,3802.92
184,1184,C105,Biography,Books,4,42.6,2025-04-09 21:11:17.602609,Spain,2025-04-09,21:11:17.602609,April,170.4
185,1185,C043,Sneakers,Clothing,3,1727.92,2024-12-23 23:20:39.987055,France,2024-12-23,23:20:39.987055,December,5183.76
186,1186,C154,Jeans,Clothing,5,798.72,2025-04-05 12:45:29.188833,Italy,2025-04-05,12:45:29.188833,April,3993.6000000000004
187,1187,C003,Biography,Books,2,1950.09,2025-02-24 04:32:46.435633,Netherlands,2025-02-24,04:32:46.435633,February,3900.18
188,1188,C095,Blender,Home,5,1553.95,2025-01-24 01:42:45.857274,Netherlands,2025-01-24,01:42:45.857274,January,7769.75
189,1189,C192,Smartphone,Electronics,1,1148.57,2024-11-09 20:21:56.999259,Spain,2024-11-09,20:21:56.999259,November,1148.57
190,1190,C140,Tablet,Electronics,1,1813.41,2024-12-20 03:24:24.284170,France,2024-12-20,03:24:24.284170,December,1813.41
191,1191,C015,Novel,Books,2,1093.11,2024-11-03 01:49:56.335511,France,2024-11-03,01:49:56.335511,November,2186.22
192,1192,C009,Textbook,Books,2,1605.22,2024-12-14 10:20:06.180559,France,2024-12-14,10:20:06.180559,December,3210.44
193,1193,C175,Tablet,Electronics,4,1294.42,2025-03-11 06:57:36.759174,Italy,2025-03-11,06:57:36.759174,March,5177.68
194,1194,C083,Jeans,Clothing,3,928.42,2025-01-12 04:09:02.622223,Germany,2025-01-12,04:09:02.622223,January,2785.2599999999998
195,1195,C011,Vacuum Cleaner,Home,1,1653.91,2025-02-27 11:28:42.605083,Spain,2025-02-27,11:28:42.605083,February,1653.91
196,1196,C104,Textbook,Books,2,363.84,2025-03-17 06:13:20.364988,Germany,2025-03-17,06:13:20.364988,March,727.68
197,1197,C040,Comic,Books,1,1079.21,2025-01-30 05:08:20.069458,Netherlands,2025-01-30,05:08:20.069458,January,1079.21
198,1198,C120,Tablet,Electronics,5,1796.81,2025-01-06 09:20:26.498429,Italy,2025-01-06,09:20:26.498429,January,8984.05
199,1199,C053,Headphones,Electronics,4,1741.1,2025-03-09 21:29:17.050161,Netherlands,2025-03-09,21:29:17.050161,March,6964.4
200,1200,C119,Vacuum Cleaner,Home,3,246.77,2024-12-07 11:02:27.666965,Netherlands,2024-12-07,11:02:27.666965,December,740.3100000000001
201,1201,C131,T-Shirt,Clothing,1,539.88,2025-01-31 05:23:21.557210,France,2025-01-31,05:23:21.557210,January,539.88
202,1202,C158,Laptop,Electronics,1,1124.86,2025-03-16 09:45:56.995791,Spain,2025-03-16,09:45:56.995791,March,1124.86
203,1203,C129,Comic,Books,4,1312.97,2024-12-20 15:11:55.644105,Netherlands,2024-12-20,15:11:55.644105,December,5251.88
204,1204,C185,Vacuum Cleaner,Home,1,1810.94,2025-03-18 10:08:54.690847,Germany,2025-03-18,10:08:54.690847,March,1810.94
